image_id,text,x_min,y_min,x_max,y_max,label
synth_00003.png,7월 7일,51.0,1758.0,180.0,1792.0,DATE
synth_00003.png,01:45,290.0,1759.5,393.0,1792.5,TIME
synth_00003.png,마이이레,51.0,1854.5,199.0,1887.5,MERCHANT
synth_00003.png,"-19,500원",844.0,1851.5,1029.0,1887.5,AMOUNT_OUT
synth_00003.png,"잔액 948,147원",758.0,1912.5,1029.0,1948.5,BALANCE
synth_00003.png,7월 4일,51.0,2131.0,182.0,2165.0,DATE
synth_00003.png,23:45,280.0,2132.5,390.0,2165.5,TIME
synth_00003.png,아워케키,51.0,2226.0,199.0,2260.0,MERCHANT
synth_00003.png,"-2,100원",865.0,2224.5,1029.0,2260.5,AMOUNT_OUT
synth_00003.png,"946,047원",839.0,2282.0,1029.0,2318.0,BALANCE
synth_00003.png,2025.07.09 ~ 2025.07.04 (6건),51.0,351.5,626.0,386.5,DATE_HEADER
synth_00004.png,2025.07.12,55.0,757.5,263.0,790.5,DATE
synth_00004.png,15:45,103.0,472.0,205.0,504.0,TIME
synth_00004.png,투보가요리집,55.0,548.0,277.0,582.0,MERCHANT
synth_00004.png,"출금 4,300원",884.0,466.0,1029.0,540.0,AMOUNT_OUT
synth_00004.png,#이체,237.0,470.5,324.0,499.5,MEMO
synth_00004.png,2025.07.11,55.0,1171.5,257.0,1204.5,DATE
synth_00004.png,12:45,101.0,886.5,205.0,919.5,TIME
synth_00004.png,조도호도협동조합,55.0,962.5,352.0,995.5,MERCHANT
synth_00004.png,"출금 17,700원",870.0,882.0,1029.0,956.0,AMOUNT_OUT
synth_00004.png,#송금,237.0,886.0,324.0,916.0,MEMO
synth_00004.png,2025.07.09,55.0,1585.5,267.0,1618.5,DATE
synth_00004.png,11:45,107.015625,1302.0,205.015625,1334.0,TIME
synth_00004.png,카페부용,55.0,1376.0,203.0,1410.0,MERCHANT
synth_00004.png,"출금 19,800원",867.0,1296.0,1029.0,1370.0,AMOUNT_OUT
synth_00004.png,2025.07.09,55.0,1999.5,267.0,2032.5,DATE
synth_00004.png,08:45,96.0,1714.5,205.0,1747.5,TIME
synth_00004.png,살롱드mj,55.0,1788.0,214.0,1824.0,MERCHANT
synth_00004.png,"출금 16,400원",867.0,1710.0,1029.0,1784.0,AMOUNT_OUT
synth_00004.png,2025.07.08,55.0,2413.5,268.0,2446.5,DATE
synth_00004.png,04:45,96.0,2128.5,205.0,2161.5,TIME
synth_00004.png,아그작,55.0,2204.5,166.0,2237.5,MERCHANT
synth_00004.png,"입금 191,000원",850.0,2123.0,1029.0,2198.0,AMOUNT_IN
synth_00004.png,2025.07.07,55.0,2827.5,266.0,2860.5,DATE
synth_00004.png,01:45,102.0,2542.5,205.0,2575.5,TIME
synth_00004.png,플러스알파공인중개사사무소,55.0,2616.5,536.0,2651.5,MERCHANT
synth_00004.png,"출금 14,100원",872.0,2538.0,1029.0,2612.0,AMOUNT_OUT
synth_00004.png,모바일,237.0,2544.0,330.0,2572.0,MEMO
synth_00004.png,20:45,96.0,2956.5,205.0,2989.5,TIME
synth_00004.png,죠이플카페,55.0,3032.5,240.0,3065.5,MERCHANT
synth_00004.png,"출금 10,200원",867.0,2952.0,1029.0,3026.0,AMOUNT_OUT
synth_00004.png,타행IB,237.0,2958.0,333.0,2986.0,MEMO
synth_00004.png,2025.07.12 ~ 2025.07.06 (7건),49.0,357.5,618.0,392.5,DATE_HEADER
synth_00005.png,2025.06.27,50.0,583.5,230.0,612.5,DATE
synth_00005.png,12:45,91.0,696.0,182.0,725.0,TIME
synth_00005.png,신흥부전,50.0,759.5,190.0,793.5,MERCHANT
synth_00005.png,"출금 15,300원",888.0,688.0,1032.0,764.0,AMOUNT_OUT
synth_00005.png,2025.06.26,50.0,947.5,230.0,976.5,DATE
synth_00005.png,07:45,85.0,1060.0,176.0,1089.0,TIME
synth_00005.png,마스터마인드컴퍼니,50.0,1124.0,365.0,1157.0,MERCHANT
synth_00005.png,"출금 15,700원",888.0,1054.0,1032.0,1130.0,AMOUNT_OUT
synth_00005.png,#오픈뱅킹이체,208.0,1058.5,403.0,1086.5,MEMO
synth_00005.png,2025.06.25,50.0,1312.5,230.0,1341.5,DATE
synth_00005.png,02:45,85.0,1425.0,176.0,1454.0,TIME
synth_00005.png,전튀김마을,50.0,1489.0,225.0,1522.0,MERCHANT
synth_00005.png,"출금 11,800원",888.0,1417.0,1032.0,1493.0,AMOUNT_OUT
synth_00005.png,#체크카드,208.0,1424.0,345.0,1451.0,MEMO
synth_00005.png,00:45,85.0,1634.0,176.0,1663.0,TIME
synth_00005.png,스튜디오고호,50.0,1698.0,260.0,1731.0,MERCHANT
synth_00005.png,"출금 4,100원",908.0,1626.0,1032.0,1702.0,AMOUNT_OUT
synth_00005.png,#월급,208.0,1631.5,287.0,1659.5,MEMO
synth_00005.png,23:45,85.0,1841.5,176.0,1871.5,TIME
synth_00005.png,일센치,50.0,1907.0,155.0,1940.0,MERCHANT
synth_00005.png,"출금 13,100원",888.0,1835.0,1032.0,1911.0,AMOUNT_OUT
synth_00005.png,타행IB,208.0,1841.5,296.0,1869.5,MEMO
synth_00005.png,20:45,85.0,2046.0,176.0,2075.0,TIME
synth_00005.png,정다운떡집,50.0,2109.5,225.0,2143.5,MERCHANT
synth_00005.png,"출금 12,400원",888.0,2038.0,1032.0,2114.0,AMOUNT_OUT
synth_00005.png,모바일,208.0,2045.0,295.0,2072.0,MEMO
synth_00005.png,2025년 06월,51.0,397.0,252.0,430.0,DATE_HEADER
synth_00006.png,07.07,50.0,585.0,135.0,611.0,DATE
synth_00006.png,16:45,95.0,697.0,182.0,724.0,TIME
synth_00006.png,던던,50.0,761.5,116.0,791.5,MERCHANT
synth_00006.png,"출금 8,200원",914.0,688.0,1032.0,760.0,AMOUNT_OUT
synth_00006.png,07.05,50.0,948.5,135.0,975.5,DATE
synth_00006.png,14:45,89.0,1061.0,176.0,1088.0,TIME
synth_00006.png,조오탉,50.0,1125.0,149.0,1156.0,MERCHANT
synth_00006.png,"출금 10,300원",895.0,1054.0,1032.0,1126.0,AMOUNT_OUT
synth_00006.png,07.05,50.0,1313.5,135.0,1340.5,DATE
synth_00006.png,12:45,89.0,1426.0,176.0,1453.0,TIME
synth_00006.png,루멘45,50.0,1490.0,154.0,1521.0,MERCHANT
synth_00006.png,"출금 11,300원",895.0,1417.0,1032.0,1489.0,AMOUNT_OUT
synth_00006.png,#체크카드,208.0,1422.5,335.0,1448.5,MEMO
synth_00006.png,08:45,89.0,1635.0,176.0,1662.0,TIME
synth_00006.png,이비티,50.0,1699.0,149.0,1730.0,MERCHANT
synth_00006.png,"출금 18,600원",895.0,1626.0,1032.0,1698.0,AMOUNT_OUT
synth_00006.png,#체크카드,208.0,1631.5,335.0,1657.5,MEMO
synth_00006.png,05:45,89.0,1844.0,176.0,1871.0,TIME
synth_00006.png,에스단란,50.0,1908.0,182.0,1939.0,MERCHANT
synth_00006.png,"입금 91,700원",895.0,1835.0,1032.0,1907.0,AMOUNT_IN
synth_00006.png,#체크카드,208.0,1840.5,335.0,1866.5,MEMO
synth_00006.png,02:45,89.0,2047.0,176.0,2074.0,TIME
synth_00006.png,전은실헤어갤러리,50.0,2111.0,314.0,2142.0,MERCHANT
synth_00006.png,"출금 9,600원",914.0,2038.0,1032.0,2110.0,AMOUNT_OUT
synth_00006.png,이자,208.0,2043.5,262.0,2069.5,MEMO
synth_00006.png,2025.07.07 ~ 2025.07.04 (6건),51.0,398.0,514.0,429.0,DATE_HEADER
synth_00007.png,06.19,51.0,434.0,146.0,466.0,DATE
synth_00007.png,15:45,267.0,434.0,361.0,466.0,TIME
synth_00007.png,다솜곱창막창,51.0,525.0,243.0,558.0,MERCHANT
synth_00007.png,"-4,000원",881.0,526.0,1029.0,561.0,AMOUNT_OUT
synth_00007.png,"잔액 862,309원",785.0,587.0,1029.0,622.0,BALANCE
synth_00007.png,06.18,51.0,807.0,146.0,839.0,DATE
synth_00007.png,14:45,258.0,807.0,352.0,839.0,TIME
synth_00007.png,주미자헤어클릭,51.0,897.5,275.0,931.5,MERCHANT
synth_00007.png,"-12,900원",860.0,899.0,1029.0,934.0,AMOUNT_OUT
synth_00007.png,"849,409원",860.0,960.0,1029.0,995.0,BALANCE
synth_00007.png,06.18,51.0,1115.0,146.0,1147.0,DATE
synth_00007.png,09:45,258.0,1115.0,352.0,1147.0,TIME
synth_00007.png,수유리우동집망월사점,51.0,1205.5,371.0,1239.5,MERCHANT
synth_00007.png,"-13,400원",860.0,1207.0,1029.0,1242.0,AMOUNT_OUT
synth_00007.png,"836,009원",860.0,1268.0,1029.0,1303.0,BALANCE
synth_00007.png,06.17,51.0,1634.0,146.0,1666.0,DATE
synth_00007.png,06:45,273.0,1634.0,367.0,1666.0,TIME
synth_00007.png,공장직영신발,51.0,1725.0,243.0,1758.0,MERCHANT
synth_00007.png,"-19,600원",860.0,1726.0,1029.0,1761.0,AMOUNT_OUT
synth_00007.png,"잔액 816,409원",785.0,1787.0,1029.0,1822.0,BALANCE
synth_00007.png,06.17,51.0,1942.0,146.0,1974.0,DATE
synth_00007.png,05:45,273.0,1942.0,367.0,1974.0,TIME
synth_00007.png,카페드롭탑용인역북점,51.0,2032.5,371.0,2066.5,MERCHANT
synth_00007.png,"-9,200원",881.0,2034.0,1029.0,2069.0,AMOUNT_OUT
synth_00007.png,"807,209원",860.0,2095.0,1029.0,2130.0,BALANCE
synth_00007.png,2025년 06월,51.0,351.5,252.0,384.5,DATE_HEADER
synth_00008.png,7월 9일,51.0,433.0,181.0,467.0,DATE
synth_00008.png,15:45,259.0,436.0,361.0,468.0,TIME
synth_00008.png,천안문여행사주,51.0,525.0,310.0,560.0,MERCHANT
synth_00008.png,"-10,500원",844.0,526.5,1029.0,562.5,AMOUNT_OUT
synth_00008.png,"잔액 881,881원",761.0,587.5,1029.0,623.5,BALANCE
synth_00008.png,7월 9일,51.0,806.0,181.0,840.0,DATE
synth_00008.png,11:45,254.015625,809.0,352.015625,841.0,TIME
synth_00008.png,효천탄탄영어학원,51.0,898.0,347.0,933.0,MERCHANT
synth_00008.png,"300,900원",839.0,899.5,1029.0,935.5,AMOUNT_IN
synth_00008.png,"잔액 1,182,781원",731.0,960.5,1029.0,996.5,BALANCE
synth_00008.png,7월 6일,51.0,1114.0,181.0,1148.0,DATE
synth_00008.png,08:45,243.0,1115.5,352.0,1148.5,TIME
synth_00008.png,금남식당,51.0,1207.5,200.0,1241.5,MERCHANT
synth_00008.png,"-13,500원",843.0,1207.5,1029.0,1243.5,AMOUNT_OUT
synth_00008.png,"잔액 1,169,281원",731.0,1268.5,1029.0,1304.5,BALANCE
synth_00008.png,7월 3일,51.0,1633.0,182.0,1667.0,DATE
synth_00008.png,03:45,258.0,1634.5,367.0,1667.5,TIME
synth_00008.png,디제이모터스,51.0,1727.0,273.0,1760.0,MERCHANT
synth_00008.png,"-8,300원",859.0,1726.5,1029.0,1762.5,AMOUNT_OUT
synth_00008.png,"1,160,981원",817.0,1787.5,1029.0,1823.5,BALANCE
synth_00008.png,7월 2일,51.0,1941.0,182.0,1975.0,DATE
synth_00008.png,23:45,257.0,1942.5,367.0,1975.5,TIME
synth_00008.png,사람과상품들,51.0,2035.0,273.0,2068.0,MERCHANT
synth_00008.png,"213,800원",842.0,2034.5,1029.0,2070.5,AMOUNT_IN
synth_00008.png,"잔액 1,374,781원",727.0,2095.5,1029.0,2131.5,BALANCE
synth_00008.png,2025.07.09 ~ 2025.07.02 (5건),51.0,351.5,625.0,386.5,DATE_HEADER
synth_00009.png,6월 30일,50.0,256.0,161.0,288.0,DATE
synth_00009.png,13:45,235.0,320.5,301.0,344.5,TIME
synth_00009.png,크라운이불,191.0,252.5,331.0,284.5,MERCHANT
synth_00009.png,"-7,600원",917.0,254.0,1029.0,288.0,AMOUNT_OUT
synth_00009.png,"1,507,862원",881.0,311.5,1029.0,345.5,BALANCE
synth_00009.png,6월 28일,50.0,427.0,161.0,459.0,DATE
synth_00009.png,11:45,237.0,491.5,301.0,515.5,TIME
synth_00009.png,지에스25대부,191.0,423.5,359.0,455.5,MERCHANT
synth_00009.png,"-8,400원",916.0,425.0,1029.0,459.0,AMOUNT_OUT
synth_00009.png,"잔액 1,499,462원",817.0,482.5,1029.0,516.5,BALANCE
synth_00009.png,6월 28일,50.0,598.0,161.0,630.0,DATE
synth_00009.png,06:45,233.0,662.5,301.0,686.5,TIME
synth_00009.png,합명회사세방,191.0,594.5,359.0,626.5,MERCHANT
synth_00009.png,"-4,100원",919.0,596.0,1029.0,630.0,AMOUNT_OUT
synth_00009.png,"잔액 1,495,362원",817.0,653.5,1029.0,687.5,BALANCE
synth_00009.png,6월 28일,50.0,769.0,161.0,801.0,DATE
synth_00009.png,05:45,234.0,833.5,301.0,857.5,TIME
synth_00009.png,백십자약국,191.0,765.5,331.0,797.5,MERCHANT
synth_00009.png,"-4,900원",918.0,767.0,1029.0,801.0,AMOUNT_OUT
synth_00009.png,"1,490,462원",882.0,824.5,1029.0,858.5,BALANCE
synth_00009.png,6월 27일,50.0,940.0,160.0,972.0,DATE
synth_00009.png,02:45,234.0,1004.5,301.0,1028.5,TIME
synth_00009.png,엘요가,191.0,936.5,275.0,968.5,MERCHANT
synth_00009.png,"-2,300원",918.0,938.0,1029.0,972.0,AMOUNT_OUT
synth_00009.png,"잔액 1,488,162원",815.0,995.5,1029.0,1029.5,BALANCE
synth_00009.png,6월 27일,50.0,1111.0,160.0,1143.0,DATE
synth_00009.png,01:45,235.0,1175.5,301.0,1199.5,TIME
synth_00009.png,싸멕,191.0,1109.0,247.0,1141.0,MERCHANT
synth_00009.png,"142,200원",906.0,1109.0,1029.0,1143.0,AMOUNT_IN
synth_00009.png,"잔액 1,630,362원",815.0,1166.5,1029.0,1200.5,BALANCE
synth_00009.png,6월 27일,50.0,1282.0,160.0,1314.0,DATE
synth_00009.png,00:45,233.0,1346.5,301.0,1370.5,TIME
synth_00009.png,구로한복,191.0,1278.5,303.0,1310.5,MERCHANT
synth_00009.png,"-10,000원",904.0,1280.0,1029.0,1314.0,AMOUNT_OUT
synth_00009.png,"1,620,362원",882.0,1337.5,1029.0,1371.5,BALANCE
synth_00009.png,6월 26일,50.0,1453.0,160.0,1485.0,DATE
synth_00009.png,22:45,235.0,1517.5,301.0,1541.5,TIME
synth_00009.png,천호이지함피부과,191.0,1449.5,415.0,1481.5,MERCHANT
synth_00009.png,"-15,900원",906.0,1451.0,1029.0,1485.0,AMOUNT_OUT
synth_00009.png,"1,604,462원",881.0,1508.5,1029.0,1542.5,BALANCE
synth_00009.png,6월 24일,50.0,1624.0,160.0,1656.0,DATE
synth_00009.png,21:45,236.0,1688.5,301.0,1712.5,TIME
synth_00009.png,부동산라운지공인중개사사무소,191.0,1620.5,583.0,1652.5,MERCHANT
synth_00009.png,"-6,800원",916.0,1622.0,1029.0,1656.0,AMOUNT_OUT
synth_00009.png,"1,597,662원",883.0,1679.5,1029.0,1713.5,BALANCE
synth_00009.png,6월 23일,50.0,1795.0,160.0,1827.0,DATE
synth_00009.png,16:45,235.0,1859.5,301.0,1883.5,TIME
synth_00009.png,예성기획,191.0,1791.5,303.0,1823.5,MERCHANT
synth_00009.png,"-1,600원",919.0,1793.0,1029.0,1827.0,AMOUNT_OUT
synth_00009.png,"1,596,062원",883.0,1850.5,1029.0,1884.5,BALANCE
synth_00009.png,6월 22일,50.0,1966.0,159.0,1998.0,DATE
synth_00009.png,15:45,236.0,2030.5,301.0,2054.5,TIME
synth_00009.png,도리앤도리스,191.0,1962.5,359.0,1994.5,MERCHANT
synth_00009.png,"-8,400원",916.0,1964.0,1029.0,1998.0,AMOUNT_OUT
synth_00009.png,"잔액 1,587,662원",815.0,2021.5,1029.0,2055.5,BALANCE
synth_00010.png,06.22,50.0,585.5,139.0,610.5,DATE
synth_00010.png,14:45,93.0,698.0,182.0,723.0,TIME
synth_00010.png,브레이크에듀,50.0,757.0,254.0,790.0,MERCHANT
synth_00010.png,"출금 6,300원",909.0,685.0,1032.0,760.0,AMOUNT_OUT
synth_00010.png,06.20,50.0,949.5,139.0,974.5,DATE
synth_00010.png,13:45,87.0,1062.0,176.0,1087.0,TIME
synth_00010.png,합자회사미래전력,50.0,1121.0,322.0,1154.0,MERCHANT
synth_00010.png,"출금 5,100원",909.0,1051.0,1032.0,1126.0,AMOUNT_OUT
synth_00010.png,#이체,208.0,1056.0,281.0,1083.0,MEMO
synth_00010.png,06.20,50.0,1314.5,139.0,1339.5,DATE
synth_00010.png,10:45,87.0,1427.0,176.0,1452.0,TIME
synth_00010.png,에그커피24,50.0,1486.0,226.0,1519.0,MERCHANT
synth_00010.png,"출금 19,800원",889.0,1414.0,1032.0,1489.0,AMOUNT_OUT
synth_00010.png,타행IB,208.0,1419.5,291.0,1447.5,MEMO
synth_00010.png,06:45,87.0,1636.0,176.0,1661.0,TIME
synth_00010.png,어게인1984,50.0,1695.5,232.0,1727.5,MERCHANT
synth_00010.png,"출금 19,000원",889.0,1623.0,1032.0,1698.0,AMOUNT_OUT
synth_00010.png,#월급,208.0,1630.0,281.0,1657.0,MEMO
synth_00010.png,05:45,87.0,1845.0,176.0,1870.0,TIME
synth_00010.png,룰루랄,50.0,1904.5,152.0,1936.5,MERCHANT
synth_00010.png,"출금 9,300원",909.0,1832.0,1032.0,1907.0,AMOUNT_OUT
synth_00010.png,#용돈,208.0,1840.5,281.0,1866.5,MEMO
synth_00010.png,03:45,87.0,2048.0,176.0,2073.0,TIME
synth_00010.png,카페베이크마마,50.0,2107.5,288.0,2139.5,MERCHANT
synth_00010.png,"출금 15,200원",889.0,2035.0,1032.0,2110.0,AMOUNT_OUT
synth_00010.png,2025년 06월,51.0,395.0,251.0,426.0,DATE_HEADER
synth_00011.png,06.27,50.0,271.0,135.0,297.0,DATE
synth_00011.png,12:45,214.0,327.0,301.0,354.0,TIME
synth_00011.png,진전기조명,191.0,263.5,356.0,295.5,MERCHANT
synth_00011.png,"-10,400원",876.0,266.5,1029.0,297.5,AMOUNT_OUT
synth_00011.png,"잔액 1,262,856원",769.0,324.0,1029.0,355.0,BALANCE
synth_00011.png,06.26,50.0,442.0,135.0,468.0,DATE
synth_00011.png,07:45,214.0,498.0,301.0,525.0,TIME
synth_00011.png,문막일송정,191.0,434.5,356.0,466.5,MERCHANT
synth_00011.png,"-8,600원",895.0,437.5,1029.0,468.5,AMOUNT_OUT
synth_00011.png,"1,254,256원",845.0,495.0,1029.0,526.0,BALANCE
synth_00011.png,06.26,50.0,613.0,135.0,639.0,DATE
synth_00011.png,03:45,214.0,667.5,301.0,695.5,TIME
synth_00011.png,자연아래버섯요리,191.0,606.0,455.0,637.0,MERCHANT
synth_00011.png,"-2,100원",895.0,608.5,1029.0,639.5,AMOUNT_OUT
synth_00011.png,"1,252,156원",845.0,666.0,1029.0,697.0,BALANCE
synth_00011.png,06.26,50.0,784.0,135.0,810.0,DATE
synth_00011.png,00:45,214.0,840.0,301.0,867.0,TIME
synth_00011.png,건축스튜디오꾸씨노,191.0,777.0,488.0,808.0,MERCHANT
synth_00011.png,"-15,600원",876.0,779.5,1029.0,810.5,AMOUNT_OUT
synth_00011.png,"잔액 1,236,556원",769.0,837.0,1029.0,868.0,BALANCE
synth_00011.png,06.23,50.0,953.5,135.0,980.5,DATE
synth_00011.png,20:45,214.0,1011.0,301.0,1038.0,TIME
synth_00011.png,이지펀잉글리쉬영어교습소,191.0,946.0,587.0,979.0,MERCHANT
synth_00011.png,"-8,200원",895.0,950.5,1029.0,981.5,AMOUNT_OUT
synth_00011.png,"1,228,356원",845.0,1008.0,1029.0,1039.0,BALANCE
synth_00011.png,06.22,50.0,1126.0,135.0,1152.0,DATE
synth_00011.png,16:45,214.0,1182.0,301.0,1209.0,TIME
synth_00011.png,팔도전복죽 해물,191.0,1120.5,432.0,1151.5,MERCHANT
synth_00011.png,"-3,700원",895.0,1121.5,1029.0,1152.5,AMOUNT_OUT
synth_00011.png,"잔액 1,224,656원",769.0,1179.0,1029.0,1210.0,BALANCE
synth_00011.png,06.21,50.0,1297.0,135.0,1323.0,DATE
synth_00011.png,14:45,214.0,1353.0,301.0,1380.0,TIME
synth_00011.png,혁신따봉공인중개사사무소,191.0,1289.5,587.0,1321.5,MERCHANT
synth_00011.png,"-3,900원",895.0,1292.5,1029.0,1323.5,AMOUNT_OUT
synth_00011.png,"1,220,756원",845.0,1350.0,1029.0,1381.0,BALANCE
synth_00011.png,06.19,50.0,1468.0,135.0,1494.0,DATE
synth_00011.png,13:45,214.0,1522.5,301.0,1550.5,TIME
synth_00011.png,조으다축산도소매센터,191.0,1461.0,521.0,1492.0,MERCHANT
synth_00011.png,"290,200원",873.0,1463.5,1029.0,1494.5,AMOUNT_IN
synth_00011.png,"1,510,956원",845.0,1521.0,1029.0,1552.0,BALANCE
synth_00011.png,06.19,50.0,1639.0,135.0,1665.0,DATE
synth_00011.png,08:45,214.0,1695.0,301.0,1722.0,TIME
synth_00011.png,닥터아이안경원,191.0,1631.5,422.0,1663.5,MERCHANT
synth_00011.png,"-4,700원",895.0,1634.5,1029.0,1665.5,AMOUNT_OUT
synth_00011.png,"잔액 1,506,256원",769.0,1692.0,1029.0,1723.0,BALANCE
synth_00011.png,06.19,50.0,1810.0,135.0,1836.0,DATE
synth_00011.png,05:45,214.0,1866.0,301.0,1893.0,TIME
synth_00011.png,관평갈비집,191.0,1802.5,356.0,1834.5,MERCHANT
synth_00011.png,"129,700원",873.0,1805.5,1029.0,1836.5,AMOUNT_IN
synth_00011.png,"1,635,956원",845.0,1863.0,1029.0,1894.0,BALANCE
synth_00011.png,06.19,50.0,1981.0,135.0,2007.0,DATE
synth_00011.png,03:45,214.0,2035.5,301.0,2063.5,TIME
synth_00011.png,프롬디헤어,191.0,1974.0,356.0,2005.0,MERCHANT
